"PlugIN","ESP"
1049.01083110057,1011.3959323851
851.990261831896,808.585634410254
2589.96080705061,2543.0086408005
1134.40099090946,1149.47713830969
1172.21670962942,1137.77410341278
1768.16378527723,1745.59294354597
2530.97891428446,2494.73054345492
529.652949023598,513.799497753297
1671.78878059078,1659.1182879264
1751.43171002742,1694.78235919553
614.46151518672,587.591622766054
1668.14278578851,1640.0517793491
733.376189368546,727.820049130329
817.857133493181,793.055397916988
1013.06009081125,1010.29701588999
1322.09797979252,1315.06398282753
941.510664153725,953.134325581531
582.102838308869,574.466014473803
665.282385494386,704.297978137162
13928.992220777,13655.3597064512
2710.30387816682,2632.94731062184
2561.82529426698,2510.932117807
1419.43108504095,1406.64075826787
679.09944549977,676.511943750635
3310.01616889855,3300.02892121609
453.841112639335,437.366083472628
2121.31648556587,2118.02481280746
2406.3494191679,2398.74328879738
828.837961588437,775.281771487199
2725.47966275547,2731.88516474254
1762.92917038591,1695.22911557124
298.011125093049,301.773952030022
3799.20325427997,3805.57798112656
201.702924726216,198.197211908055
1996.54614005611,1894.13407751477
205.041771460339,211.582814707882
899.537014237602,862.204184539428
5654.92293428651,5458.36851452805
809.042369771349,814.248510964889
3809.22628294196,3716.90137635819
370.839262984217,369.369889426014
2303.62832133469,2228.49597761917
177.150658523771,170.684557650933
113.241651111318,113.40681486827
239.162795261241,241.845047750715
164.587990412415,163.964939633011
1516.43248559765,1458.55932948035
502.426598513625,483.509636518541
181.232700079744,174.565971572898
277.205318001364,277.858752876856
637.291389776895,649.445121100667
2662.20602097621,2702.62853412536
260.443936161094,251.740014197426
344.472150292205,330.642056678768
808.455487520694,780.554284563502
291.341861617589,292.577424073066
221.79905220876,214.32133255827
333.234182180771,325.261049313944
1028.87869149583,1020.63161488531
96.3204909080085,94.9674236898498
542.273726937301,547.164461927903
685.357154362974,649.205612195269
181.966213773585,176.584961940316
487.195720729975,495.599520679809
347.975393619218,344.161265160099
155.548200729194,152.145784394014
381.047009117562,374.833491117283
404.204726478408,400.411668472438
173.333910285305,174.220893945732
217.450098659327,210.311652799738
253.535089686306,254.418729058881
3590.13140875293,3510.65472750521
1204.07271310247,1180.24567468553
753.564884607226,742.470498046663
480.682429989858,464.720311626152
185.671763871999,190.29796963021
870.275354791474,834.973306484842
101.496929805648,103.794151851808
704.282113657336,684.171228736783
749.517328568128,712.76990064149
280.535200064605,278.100095597158
635.628130520606,611.427786627672
441.776140313456,427.222387696623
142.636651905326,136.038482861593
761.109988404131,777.052536328774
71.3491264010753,69.2252205826973
327.360089224026,355.345250660064
88.381920239961,86.6768832579663
324.809767311083,324.31822317872
1395.12230251117,1391.15895679701
467.226283959907,472.235978953614
931.772031577498,882.574412885132
144.251714546294,150.84791814052
759.734696127725,756.684478118658
53.1322253426031,50.6851246407378
72.7854631512629,73.9736892475175
337.460254906356,332.556308133383
358.572151256125,352.898770790216
1462.6147060661,1502.57655741517
635.199454245079,619.226510051291
168.504933966623,165.660669044446
542.596958282129,561.833044588056
1283.57143422877,1271.68503648014
4757.86048161185,4771.99512451912
480.147957809046,449.527621602082
489.015220397191,476.448576005051
1320.01808671985,1313.67030761841
548.783398489703,552.624225034817
511.764249823869,500.21904196425
711.344116816072,710.08815881183
1288.10999757194,1263.13723562375
195.673675369208,202.729333378344
460.255133944244,469.965341381417
1150.7124062217,1175.14855083957
350.224084002627,341.577253398086
595.154245925103,582.891160796366
653.253507725984,639.49854371325
171.035564903898,167.4559481911
566.524364997779,557.125096167398
502.800718079752,498.975020653778
783.397809458393,771.477945273724
321.972706167692,336.017610158214
554.52487401724,535.833268754413
8309.35840318207,7963.44242216407
1476.49253343403,1465.55474620542
1701.30052616963,1643.74082344466
416.8981608603,423.814374727846
282.774025834216,289.098617724101
1174.4320306004,1166.49759657141
232.992206870431,234.958490285318
739.595109693892,747.342824054803
980.373063199187,963.029520368174
329.127793705167,316.471525061151
1240.37984157916,1218.77381306437
596.528972688576,613.741353269954
119.94257161765,116.467036340164
2494.76737186756,2422.13258765807
57.4388170403128,55.5884740249697
544.086956034116,559.854738971955
209.522873893874,204.251085932374
800.21177406397,783.881053286838
2701.24625725248,2652.13103814219
635.107685464453,649.342895324221
1250.22719206905,1326.90235102823
104.24226763224,107.971375520033
1120.25122369135,1109.37630812512
113.307720509477,110.327156899172
130.915166797725,128.51169369808
758.90044417103,750.210179835676
894.461256833032,867.937193360298
5343.98324352046,5255.73062177491
1519.21878051471,1471.21283826155
649.173541749361,652.589907369949
2549.33548660553,2456.65972271233
1770.86014503608,1721.65721422068
14281.8173578347,13940.9662051455
874.471783907665,820.300782756142
1268.53745546891,1296.99238421324
2259.50020553321,2235.87528115968
1648.96099658803,1624.67360284697
1235.59040698394,1239.8608518201
1912.96592053988,1831.59669205
3578.77852974334,3405.05518499695
603.291309329374,593.08056726424
2311.94187493173,2258.24935313729
1557.10520685305,1586.7720703314
384.416468628737,424.342312137836
1292.26945017147,1360.19181647657
1202.74786613244,1140.2072710965
736.999360000081,739.12245422338
2244.07407715883,2130.56855928353
1729.92136752163,1698.15303604137
1290.67734562622,1314.61558636586
925.992684892703,938.235102960464
1076.99773997828,1089.12391618975
11875.9225228994,12105.060797308
3309.24225697714,3187.12149654401
2045.2202933595,2131.02743562562
1069.78110172929,1088.83152383902
948.324472948677,970.432907503181
2884.625166922,2877.3140121897
351.492551424266,375.481442827062
2301.62649383028,2230.03955475052
2277.89026117648,2428.29905090927
1585.13243565414,1566.29846895292
2627.7927516007,2484.61476244074
1782.86144668709,1721.79489646807
376.46272397682,366.478179347189
3842.79298000501,3711.84763656168
457.450116093419,444.276677995656
1245.40084184422,1255.15846721674
411.772930584044,403.570918829752
1332.63692650082,1349.96073641669
5204.67606488824,5049.89402980782
1587.1182806912,1574.850920836
2721.77333945025,2639.68259947223
445.824179258848,455.582081909015
1854.56548375675,1935.6159132046
193.282369916302,188.662092885599
112.066829839498,110.457755030109
2344.16838014795,2259.07385677337
3433.04078814733,3399.5386292192
18422.9718772241,18362.347861442
7723.55356448694,7460.34197734978
1909.65359299495,1864.60735797131
8591.68420004121,8782.57499017041
10806.203432513,10357.3591975248
49901.2425189315,50676.0544824741
4349.5936884722,4344.98499225488
4332.87459592266,4274.51925046887
11094.2172790759,11386.3836894187
4788.44165663776,4867.00492108186
3770.09234783209,3782.2947547413
6978.69307670363,7212.74387575664
15392.9236139712,15324.7877002566
2100.87401285389,2071.92771766084
6244.44863607626,6198.23002917603
9254.52107587878,8846.11005657726
1785.51632304012,1738.97501570518
7287.27619135552,7196.81536224716
7325.59526979067,7023.05962904483
3301.94196586733,3139.06834851813
6786.05627669963,6402.80624532259
5607.1741274374,5500.89381716384
4947.91098769334,4781.44310760244
2819.86449497314,2896.37299655702
8106.49304180165,7997.78586789382
60677.817695408,59897.257844101
17621.8786325792,16830.8959791885
11661.052091369,11239.7249755931
7061.47597897079,6778.41222105328
5225.00001499102,5121.80668329371
15028.6089087249,15497.8010028562
2272.64343847945,2124.89261356937
8959.76386602356,8687.10319757531
17015.8067311527,16117.7193190222
5561.63840429531,5541.02369949831
10033.8378420007,9908.83493192212
7816.38768049994,7692.65162881541
1979.35578710858,1996.2377020703
21242.7221289524,20788.1645035588
1460.42069721488,1446.05009572789
7938.528833285,7862.03133717641
1250.58475671064,1226.46374363556
4263.49786176395,4136.00923376208
27788.6921606667,27452.8850071179
4584.63145286681,4664.67530199087
15561.4843101976,15816.2884044697
2744.17590191448,2720.33157919906
11933.2225103104,12015.2951127481
1176.45785219272,1174.8483940026
1043.31093468758,986.186243027054
